feature_id	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood
expr::MAP2K1	42.264500	31.446800	21.129600	41.553000	33.747400	40.778700	25.223500	27.307100	43.340100	32.242100	67.916900	40.189100	31.761800	64.734700	31.914800	29.533100	56.325300	24.011100	23.850600	16.127200	28.186500	37.881000	76.158800	33.326600	30.340000	23.215400	18.829300	15.935500	12.438000	15.643900	22.297100	34.075900	22.344200	26.823400	15.084300	11.425100	12.412500	19.010900	19.647500	20.944500	24.785200	25.734700	35.687600	22.366400	31.669000	33.418700	26.724500	7.369620	6.503730	13.306000	7.356590	24.815300	22.112200	18.607200	19.308500	21.823000	31.618100	23.066500	27.417000	15.063800	13.509100	8.975260	18.759000	18.222200	22.435600	30.662600	32.958000	19.276500
expr::MAP2K2	78.760400	71.113500	88.575700	76.327300	71.836900	68.573700	81.109800	62.134700	76.465200	63.200600	111.472000	116.637000	97.109500	95.641100	59.664900	70.776400	64.912800	59.311800	66.284700	62.357700	76.051900	129.018000	122.667000	92.309000	107.149000	90.021100	90.510000	115.351000	96.794700	81.795200	78.786000	97.017700	79.311200	92.796900	52.971200	53.332200	43.672800	84.041000	44.183400	60.265200	55.377800	77.361500	86.316600	71.304200	107.935000	103.375000	111.196000	49.219000	49.922200	59.802600	51.717600	113.087000	113.441000	89.715300	95.535200	94.065400	111.933000	111.831000	101.504000	69.871800	77.431600	74.833400	86.344400	195.221000	100.691000	106.204000	92.324000	106.767000
expr::MAP2K4	17.965500	15.768100	18.883100	21.499100	20.211200	23.290600	20.569900	20.649300	33.572000	18.490700	51.006300	40.444800	40.638900	61.025900	24.561300	30.569100	22.826600	14.819400	22.458000	18.916100	18.209700	23.379200	27.461400	27.224900	24.566400	18.565900	14.599300	15.774900	12.786900	17.094300	19.272600	26.156000	20.153400	21.783800	9.272260	8.576110	9.894680	14.633500	9.332360	11.881900	11.389400	25.121500	19.708300	16.555100	17.296800	20.567600	23.191100	6.335940	5.911120	16.057200	6.305440	26.842300	23.078100	25.345100	26.761800	15.653100	22.054400	17.263100	17.594800	12.587100	13.771400	9.626350	19.094000	21.541300	25.053800	24.887400	26.954300	11.816000
expr::MAP3K1	10.242900	8.893260	5.323570	5.330490	7.120790	4.361290	6.402140	2.439800	2.104160	2.377460	6.233590	5.839270	2.091740	2.032900	2.317850	2.696380	2.454640	2.001010	3.420670	2.856300	18.343500	3.777410	9.207030	18.515400	9.616780	4.984680	5.481700	3.914840	3.953950	2.495220	5.147520	17.468300	4.967560	10.855200	2.592090	1.940070	4.899930	12.583100	2.834000	2.013780	2.054430	15.773800	15.462600	19.908100	1.636240	14.015800	11.322800	5.788250	4.041390	3.169490	4.349180	5.711690	9.317520	37.027500	37.014600	12.234300	45.813200	17.528500	27.092000	5.582610	4.694180	3.857690	2.211810	12.775900	30.082800	9.969080	22.009100	13.010900
expr::MAP3K13	3.418240	4.083160	7.766280	4.930220	4.564940	4.246370	4.539140	4.497330	6.056550	4.732410	8.053670	7.066880	6.363410	7.821640	4.131810	5.425910	4.993000	4.029350	7.776700	5.398850	4.756210	5.556780	5.038580	5.038370	4.827160	5.331260	5.206190	5.672750	5.133630	4.916340	4.271860	4.977010	4.151990	5.959940	1.713190	0.963137	4.392870	4.798400	4.014450	4.732260	4.498580	6.836900	6.514690	6.661750	0.573528	4.504750	7.321120	3.655870	3.506360	4.883570	3.433200	8.007960	6.329410	4.941200	4.761630	5.120190	2.935420	4.651450	3.476830	4.552980	4.464400	4.027540	4.373660	6.907890	7.868730	5.282910	5.527440	0.972036
expr::MAPK1	46.896100	40.078000	49.483500	77.483300	58.211000	70.182300	50.694200	62.719300	73.402400	81.547500	106.217000	78.604200	59.081100	89.984900	57.512900	53.515000	121.973000	58.181600	49.770400	36.940800	42.366100	75.265000	52.432100	49.901100	50.418200	50.837500	38.799600	36.858800	26.863300	38.439800	51.780300	49.730500	54.598000	54.266000	26.286300	16.921800	20.423100	33.901700	16.358700	16.478800	18.790900	43.023900	62.450500	40.918000	29.870300	77.837400	46.334100	19.451900	15.513900	24.731100	17.481800	37.998900	42.489300	55.027300	56.333400	41.677900	52.334900	40.505000	52.965500	41.423900	42.663700	33.625400	38.933800	47.179900	56.068900	57.657500	53.283400	55.267800
expr::MAX	33.392900	32.083000	20.029600	30.533800	32.151000	31.485400	42.677300	15.536500	16.426100	16.121800	60.196300	53.160700	19.031800	21.696300	15.456200	19.276600	16.074200	14.514600	27.257300	20.034400	32.691500	29.277500	36.238700	49.646600	47.654400	39.070800	27.170600	26.309900	22.954200	29.726600	39.645000	40.476800	35.843800	62.782600	16.570400	12.267100	15.909700	19.839200	10.640600	9.066210	8.691340	36.371800	46.340800	25.816500	15.106200	48.581700	52.343900	8.099160	8.489440	13.726100	9.373840	25.960400	45.991000	35.641400	36.336500	34.173300	62.502100	39.454700	55.503300	18.885800	19.276200	13.114800	38.079800	20.343400	42.104400	55.294800	55.439000	50.216500
expr::MED12	22.485200	17.498900	26.086200	18.887900	17.869200	19.773600	20.424500	4.114930	4.425600	4.876430	14.021000	17.220200	7.253660	5.291560	4.095780	5.133580	4.965540	3.945480	5.816980	4.409390	22.665500	13.039400	20.930800	23.967000	30.919500	17.147900	13.289000	8.427020	6.986580	11.038600	16.883100	11.504200	15.654900	28.900000	6.656590	4.313520	6.114440	15.317900	3.804470	2.783570	2.955380	11.248600	19.291000	14.728900	6.798530	28.953200	38.760700	5.248690	4.048960	6.617590	3.650090	19.115100	22.559300	14.287900	15.610400	15.602900	19.341600	12.026500	29.560000	11.391300	8.091180	5.373950	10.074800	18.104900	26.141600	33.249000	21.337900	11.509100
expr::MEF2B	11.989000	8.802150	5.018400	11.553400	9.994260	10.945400	10.712300	3.268510	2.724340	3.649920	3.280380	4.109740	3.538510	2.933290	3.654040	3.324580	3.138130	3.574800	7.171550	4.425300	12.640200	6.178530	63.052700	17.805200	20.289100	11.015700	9.532940	8.242450	9.782210	12.475600	9.675320	6.053110	9.464350	21.741200	3.550460	1.977860	5.481890	5.626620	5.023710	3.716320	3.034220	15.439500	12.071700	8.872600	1.820700	17.147500	20.980000	2.534640	3.868110	3.296200	3.328840	10.867600	19.504000	14.222200	15.141900	10.257300	31.103900	15.980700	25.640700	5.860680	7.291220	6.110820	9.088110	14.948000	17.674800	19.186700	15.062600	18.306700
expr::MET	14.459300	16.053500	0.356484	6.113630	5.899690	3.855740	7.479820	0.413933	0.560111	0.418423	0.123136	0.193977	3.187520	3.563620	1.683310	0.626108	0.246018	0.572513	1.099690	0.707725	15.171900	18.644400	0.061569	7.155050	5.781620	5.451150	6.232470	7.894360	7.194380	2.166780	3.873650	4.083620	4.142610	5.991980	2.672600	2.239960	10.070000	11.574700	11.435500	13.270000	15.005200	21.633600	9.679220	12.421900	6.996480	21.178200	0.997953	4.087130	3.410650	1.407020	4.307550	6.731920	7.274850	9.284430	8.474860	4.607610	0.725479	4.784620	4.695780	5.209100	5.281970	4.416940	2.568420	0.545237	16.684400	6.569390	8.030930	0.026509
expr::MLLT3	4.417870	3.934170	6.007670	2.924240	3.718310	3.906020	6.591810	3.518400	4.240060	5.694070	7.532900	6.129460	4.769850	5.741360	4.214360	4.866810	5.741190	5.003720	4.307470	3.395450	4.990840	5.511800	20.625200	6.352160	7.688160	7.528590	6.890400	7.482280	5.978850	6.407680	5.397890	3.607740	5.666790	5.499870	1.394750	1.600570	2.610290	5.735350	0.320190	0.136741	0.250694	4.677560	5.942370	7.203890	1.211130	4.783550	6.510130	0.857166	0.780709	2.369090	0.943554	8.515050	7.268650	4.247370	4.096840	4.694450	3.477940	4.396940	2.557470	3.734030	3.986060	2.323600	5.388740	1.606620	12.573400	8.501160	6.155620	1.055720
expr::MS4A1	0.366032	0.749097	0.146938	0.260867	0.439605	0.079437	0.318254	0.046745	0.032586	0.042160	0.032766	0.056311	0.047904	0.030010	0.049560	0.068740	0.035200	0.035123	0.210014	0.089667	0.380213	0.027962	582.129000	0.584720	0.491828	0.082277	1.616490	4.202350	7.667300	0.350523	0.095482	1.358050	0.136177	0.463623	0.167455	0.051064	0.626846	0.215412	0.632384	0.321128	0.547455	25.209200	3.653870	0.477879	0.033632	0.415671	0.117775	0.069005	0.028665	0.041215	0.058657	0.205485	0.484398	0.116675	0.082063	46.811500	961.542000	240.217000	297.745000	0.579943	0.919087	0.301973	0.091417	1.076900	0.834379	0.252818	0.481856	12.808000
expr::MSH3	7.402020	6.605670	5.056450	6.870950	6.631490	7.309400	7.096910	2.906210	3.293940	3.969360	5.074610	4.642640	3.837590	4.147310	3.197830	3.737460	4.403990	3.226500	6.307230	3.708350	7.241600	12.741900	13.665800	7.671220	8.000910	5.416660	5.180990	6.078320	4.417230	3.991750	4.462330	6.262060	4.310640	7.212510	2.974730	1.985960	4.536850	5.052120	3.349550	3.385610	4.074390	5.160870	5.783040	6.164640	3.590450	7.103380	7.664500	2.911620	2.228540	5.506610	2.609020	6.748460	6.419260	6.861190	6.851000	5.288110	5.068030	5.465890	4.657000	3.886800	4.007150	2.590560	4.622970	6.094430	8.702140	7.406700	8.162430	2.489370
expr::MSLN	0.110540	85.143200	0.060689	0.204896	0.223830	0.082824	0.187780	0.433630	0.310799	0.506362	0.361139	0.373558	0.441672	0.417858	0.325423	0.421238	0.436850	0.472957	0.703038	0.760112	0.220857	0.058296	0.036876	0.853634	0.681730	0.126090	1.703620	4.310170	5.463730	0.523752	0.075159	2.039190	0.079038	31.834200	0.224833	0.035010	2.907290	1.137720	0.040197	0.000000	0.000000	43.868500	80.306600	27.075400	0.024494	0.456675	0.773546	0.107969	0.010917	0.061649	0.150633	0.732020	1.653950	1.004380	1.316930	0.915836	0.439244	2.712320	0.308432	1.552150	1.851150	1.426900	0.031253	1.771430	0.179621	7.909120	0.934020	0.145597
expr::MST1	11.102000	25.707200	29.019600	7.664630	7.881400	6.085150	11.177700	4.964260	4.908660	5.617340	13.684300	15.877700	7.050170	5.408750	4.808240	6.602060	6.880230	5.023360	7.670460	4.861980	12.733100	10.237100	12.192800	12.818400	18.291600	8.203780	7.432710	7.823380	9.009480	8.877430	6.343880	7.940590	6.874520	19.090800	3.071060	1.537220	48.864800	52.383400	400.660000	619.370000	405.991000	103.401000	11.373900	11.823300	2.233910	23.110100	19.600700	7.486520	15.043200	15.926600	12.968400	44.602600	20.246600	19.947700	18.273300	18.094200	18.832000	25.107900	19.599700	9.267620	10.876900	10.854100	8.117610	79.498900	63.906500	11.876400	11.949300	3.322630
expr::MTOR	14.283000	12.604500	13.003100	16.392400	14.909200	17.832700	17.038900	6.555080	9.052100	9.942170	25.647600	27.185400	13.962600	12.373100	6.827010	8.849450	9.050070	8.650710	7.389310	7.585980	14.647600	18.399100	20.397900	14.132800	16.493700	19.049800	13.957200	11.374400	9.372060	15.265400	18.274000	13.020500	19.150300	17.388900	7.962480	7.455730	7.667210	19.898800	7.534090	9.616840	9.133210	13.804600	15.466200	13.041700	15.094800	19.952100	14.148700	5.855780	4.707730	7.641340	5.152940	17.937200	16.774100	13.047700	13.489300	15.963700	18.713200	13.747900	16.154600	11.594300	10.512700	8.021540	12.791200	35.712800	19.447000	20.335300	13.757300	3.462730
expr::MYC	71.921900	125.270000	25.415400	22.317700	44.459400	20.998400	30.776000	0.955786	1.008490	0.590706	0.971208	1.059200	1.417070	1.234320	0.808871	1.904070	0.667923	0.532604	1.823250	1.276890	88.687800	116.721000	112.802000	53.138300	28.504900	24.271000	26.353000	23.565800	20.001400	31.744700	28.913800	59.457900	27.176300	84.004200	13.938100	5.138450	4.599210	5.066130	6.731020	10.889700	12.877200	54.134400	33.181700	26.891600	11.729500	60.027500	67.776300	21.241900	24.615700	5.031870	25.356000	6.694980	22.790900	177.925000	112.962000	29.386200	60.457400	34.451400	50.129000	22.279200	35.610700	11.089600	116.168000	10.875600	22.503900	35.301300	62.254900	8.602440
expr::MYCN	0.428594	0.244798	0.236645	0.250981	0.709471	0.191673	0.540891	2.074240	2.189610	1.530570	0.710462	1.075270	2.626840	2.434810	2.980010	2.563600	2.295500	1.423880	5.830110	2.764150	0.407671	0.000000	0.000000	0.692291	0.890308	0.583959	0.655083	0.472631	0.461647	0.399251	0.594762	0.728194	0.552696	0.650236	0.313548	0.230395	1.084640	1.723710	0.138971	0.200661	0.084737	0.557826	0.292161	4.934100	0.096384	7.365260	3.002520	0.070427	0.030131	0.681248	0.061301	0.348485	0.204918	0.545926	0.645324	1.155080	0.232168	0.943836	0.317897	1.869370	2.694970	2.501950	0.240720	6.037380	4.964530	0.531481	0.606069	0.026788
expr::MYD88	40.532000	39.456100	27.701300	28.828000	32.514700	19.117600	34.625200	4.772230	4.137460	5.442810	15.214200	17.153400	4.614530	3.662720	4.413340	5.229360	4.961840	4.762480	7.528100	5.740900	35.229500	42.051300	100.008000	42.779000	34.026600	25.448500	37.597000	55.874300	49.550800	28.104200	26.666400	64.679400	26.652000	37.395000	10.438500	5.895570	15.849500	16.497500	32.682700	49.970300	49.926200	95.224700	70.959900	34.121500	2.803170	30.126300	30.223000	10.469300	9.979390	15.597300	11.332000	25.632700	31.671800	33.571400	35.745900	51.845800	76.771900	59.770300	114.743000	26.756200	27.778500	20.700600	29.300600	15.382700	29.289900	32.141100	45.436700	229.619000
expr::MYH11	175.313000	77.389800	14.224900	2351.230000	2612.850000	5137.580000	4466.220000	4.884140	3.986370	4.685100	2.587580	3.718570	5.388660	2.847490	4.028110	5.022210	4.524260	5.217190	5.878400	6.182510	120.650000	1.379530	1.498200	252.815000	892.622000	6984.840000	1467.780000	687.135000	22.141800	3423.420000	6512.210000	310.683000	8312.530000	1952.820000	60.764400	15.831300	10.169900	38.653600	4.466030	0.168973	1.305090	118.013000	205.655000	108.579000	21.764700	127.231000	199.273000	3.974470	0.324223	2.744760	2.914300	7.789280	1207.090000	58.256100	95.532700	185.576000	17.914100	174.762000	74.453800	234.087000	713.757000	24.909800	3311.410000	143.892000	64.193600	1940.180000	405.954000	1.581330
expr::MYOD1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.017752	0.000000	0.132164	0.202272	0.045755	0.042686	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.049008	0.000000	0.000000	0.000000	0.000000	0.000000	0.019753	0.000000	0.000000	0.000000	0.000000	0.000000	0.009157	0.000000	0.000000	0.014202	0.032146	0.038439	0.030248	0.000000	0.051640	22.352900	0.000000	0.000000	0.000000	0.015670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.981004	0.000000	0.000000	0.000000	0.000000
expr::NAB2	30.099900	39.056700	21.552400	73.533900	51.501300	79.326500	56.860500	14.979300	22.909400	22.001500	116.233000	110.970000	34.139500	34.162300	17.374000	17.423500	24.734900	17.926300	10.846900	8.532570	29.260800	87.318100	42.290100	77.677400	102.161000	60.414400	26.914700	16.585300	5.071890	56.798700	53.164700	31.810500	48.213900	89.453500	18.787500	9.228310	19.670500	30.769100	13.843200	16.242600	15.020500	66.862900	52.976900	19.718600	5.661350	85.438500	123.888000	4.207510	3.686820	11.286800	4.630280	70.100900	57.819300	59.224900	63.611200	25.844100	33.496800	24.610900	32.303300	18.269100	20.526500	8.803390	54.057100	44.937100	45.458500	105.919000	72.774500	4.148070
expr::NCOA2	15.177200	11.161900	10.397200	13.589500	15.429800	18.635000	16.893600	5.343960	6.566130	6.594340	16.766200	13.788700	6.308310	7.980050	5.554410	7.098370	7.281800	5.340490	6.144350	4.910330	14.280600	10.099100	22.684800	17.888400	15.927900	12.417100	10.382800	8.257610	8.278540	6.525160	13.155400	16.304900	12.266800	14.296900	6.649320	5.579730	5.468700	9.779640	9.844650	7.080640	7.395870	15.275500	14.221400	13.363600	5.537940	19.431400	20.506900	3.628180	2.567370	8.388060	2.561580	13.877300	14.307600	15.061500	16.020100	13.325000	16.104600	10.733800	12.545200	7.738460	5.945540	3.785830	6.521990	19.191200	15.661400	16.177000	19.528400	7.642680
expr::NCOA3	26.708500	20.610000	10.189500	31.085200	27.220800	39.052200	20.955200	2.705110	3.118720	2.868640	10.634400	10.571000	4.159250	4.264910	3.255910	3.818720	2.602200	2.385100	6.940950	3.678760	21.311400	26.684500	104.322000	22.730400	26.166700	17.231700	14.639100	10.471600	8.998210	11.458100	17.088400	21.031200	17.962000	22.744100	8.754700	7.824550	6.280370	10.876200	5.056410	4.342980	4.811650	21.288300	31.365100	17.379700	18.281900	29.063500	23.810800	5.849810	4.914480	8.298480	4.917010	11.785800	16.593400	23.419100	24.141700	21.250100	59.867200	29.864200	37.854500	12.453800	10.684800	6.729750	11.187200	12.123700	24.733200	27.543500	26.118300	11.394500
expr::NF1	8.754080	7.392340	7.985520	12.587400	10.391400	12.552800	8.995810	5.690660	7.091050	6.553250	16.486400	15.092300	7.337620	9.294470	5.592850	7.096820	6.947250	5.319630	8.643880	6.007240	8.911990	17.634000	12.843300	8.865610	11.892300	8.391280	6.400830	5.100620	3.831860	5.503810	8.227320	4.633870	8.229200	11.080900	4.768150	3.174480	3.417120	5.422650	2.546850	2.398760	2.585030	7.328820	9.715860	8.331850	4.116500	14.880400	12.811600	3.274680	2.326270	5.768430	2.534970	9.420890	8.707360	6.673310	7.282950	6.813780	5.056080	5.328680	5.133600	4.966410	4.049790	2.644320	5.241150	11.927600	14.033500	12.885700	8.969260	1.872340
expr::NFE2L2	72.331700	94.867200	54.231100	107.184000	104.043000	88.653500	139.373000	26.914300	21.850700	28.978400	42.984900	39.414700	23.764100	24.521400	23.956400	26.123400	25.750900	25.613500	56.261700	33.281700	74.388600	94.611300	46.930200	106.263000	87.562500	70.741600	57.158600	52.473700	39.964600	49.950100	68.697800	185.162000	65.430700	99.317000	44.106500	18.999200	46.608400	56.642200	26.084500	20.832600	25.891400	86.460500	93.504800	71.485100	32.379500	107.036000	164.918000	14.914500	12.007200	25.632200	13.502500	67.260800	73.905900	106.577000	112.623000	50.464500	38.789500	49.870800	56.638100	72.233900	71.550700	50.809000	60.305400	52.710800	114.475000	94.656400	131.647000	37.713600
expr::NOTCH1	33.158500	30.498500	6.120700	18.078000	22.031100	25.215800	29.796000	8.769350	7.203770	9.769100	3.165370	6.494290	10.467700	6.992510	8.427870	7.300530	8.403990	9.190220	9.709240	9.165730	28.540300	7.525660	24.718000	30.784200	31.302400	37.164000	29.586200	20.977600	17.412500	27.774400	31.428700	23.614600	31.083200	28.015000	11.007800	7.785610	11.069500	21.251100	6.754770	4.292550	4.285390	23.139800	48.213600	17.347300	3.933160	39.255500	9.494900	9.653470	7.763360	3.745220	7.910530	11.833000	30.469600	42.429700	42.566200	26.437600	29.624600	21.368800	47.240300	9.449710	8.805590	3.590990	26.352500	6.470610	26.474100	32.892800	33.826000	26.687400
expr::NOTCH2	31.925700	21.743900	14.843000	58.424500	42.309800	53.147800	24.254600	6.908100	6.863230	8.545270	2.105960	4.574020	8.662920	6.928830	4.447380	3.191740	6.551000	6.224350	2.806560	3.841180	26.352300	76.669100	1.788270	38.931700	38.490100	21.784200	14.934800	9.242330	8.227560	14.653000	22.385700	27.562400	23.869000	30.631400	9.296320	3.637780	4.551620	8.565690	7.098840	6.923870	7.271280	23.659300	32.014100	21.121500	3.440040	38.885100	35.611900	6.651860	4.442150	2.065530	4.561780	5.174150	22.272100	40.923700	43.162200	16.654000	26.103000	13.643300	28.299200	8.252270	7.108940	3.819980	14.992100	28.596400	28.177300	33.799000	36.211200	20.633800
expr::NPM1	215.117000	227.684000	147.983000	236.367000	236.052000	294.410000	262.098000	54.075800	59.802000	57.427500	146.722000	113.266000	54.865400	72.988700	52.777500	80.528000	65.382000	48.506100	111.540000	66.830400	240.461000	860.494000	963.374000	360.468000	410.927000	226.989000	164.683000	155.825000	89.863600	176.390000	188.551000	252.797000	170.321000	336.959000	78.551000	57.867100	86.710800	132.056000	51.652900	88.329600	96.697800	189.749000	201.106000	165.503000	86.705000	223.135000	663.897000	155.265000	149.758000	121.422000	167.741000	169.773000	199.192000	176.641000	157.837000	174.240000	303.767000	210.967000	174.519000	174.622000	211.571000	152.741000	259.034000	185.859000	223.646000	404.476000	293.537000	38.038000
expr::NRAS	22.317900	21.637800	11.825600	13.710100	16.289300	11.157500	10.948500	9.155600	10.662700	8.055340	13.951600	12.124300	8.369020	11.892100	8.246810	12.613100	8.843000	7.490830	23.295300	12.241500	19.541600	55.825200	80.322200	16.480100	15.642100	11.625000	18.424900	27.829000	24.618300	11.442000	11.463300	24.971200	11.362700	13.179800	5.133490	4.008420	12.692500	12.791000	8.946230	8.842390	10.669900	33.949900	23.984000	15.826900	5.124230	17.909200	14.603400	6.689070	5.507980	9.906190	5.916680	9.254290	13.359300	26.042100	24.248700	21.404600	25.840300	23.607800	21.467300	12.236000	12.179100	9.588560	11.413200	12.430200	19.228300	15.828900	19.312500	7.013410
expr::NSD1	10.818300	9.547810	8.573210	12.204000	12.177000	13.269800	12.598500	4.181680	4.849430	5.597260	22.596400	21.687300	7.092630	6.781350	4.662920	5.386500	5.682280	4.801230	6.505190	5.191550	10.469800	16.856100	20.392300	13.544800	16.187300	14.195500	9.860920	8.142300	6.009170	11.751200	11.867400	13.034000	12.260800	14.643400	4.867690	3.837550	5.145160	9.648830	3.443860	3.575470	3.461120	9.434070	12.385900	10.233900	8.224970	16.156500	15.160600	5.407210	4.370050	6.853380	4.539090	14.490600	12.260300	13.978600	14.658100	12.382500	16.912000	11.485300	13.413100	8.080610	7.286790	4.990300	9.272230	20.185600	17.417100	18.105000	13.300700	6.190000
expr::NTRK1	0.290757	2.523620	0.586159	0.431834	0.698584	0.170751	0.432531	0.178206	0.186286	1.739880	0.145784	0.212000	0.291090	0.205163	0.208034	0.494947	1.142610	2.113850	0.238575	0.223018	0.517960	0.053539	0.053756	0.886289	2.580770	2.473840	0.700813	0.339034	0.187470	1.852220	1.885350	0.291788	1.654820	2.656270	1.597050	0.879074	2.479750	1.407730	0.133005	0.113699	0.134096	1.321750	1.452090	0.194397	0.331429	0.579645	0.113448	0.389926	0.532078	1.380380	0.523070	2.170050	4.556130	0.089853	0.086014	0.449477	0.380911	0.436623	0.345628	0.619166	0.728520	0.283135	2.375440	3.922840	0.768883	2.820230	0.858693	0.271881
expr::NTRK3	2.928750	1.734920	0.564395	22.200100	22.340600	33.406500	4.168560	4.976380	6.531630	7.186500	13.625500	15.915300	8.486210	7.945400	4.042300	5.142530	8.091610	5.090160	1.837200	3.860020	2.799870	0.016656	0.007212	1.447870	4.252360	1.073660	0.769170	0.413005	0.095237	0.611297	0.949533	0.350250	0.795986	4.695560	1.077270	0.299536	0.789554	1.439060	0.112127	0.008667	0.059180	4.354890	2.182850	2.375500	0.242743	9.411310	1.054170	0.074344	0.029571	0.126944	0.104924	4.267380	3.074470	1.007680	1.630410	0.682968	0.218344	0.484996	0.835397	0.631137	0.724817	0.100721	0.831878	2.601450	1.047120	4.675610	1.347640	0.013111
expr::NUP214	23.329900	17.396300	12.427400	19.074800	19.494300	23.012500	22.158800	5.388630	5.614210	6.761320	16.494300	18.542800	9.028570	7.568280	5.858010	6.235740	6.664690	6.040660	9.696900	6.195100	22.038900	21.598000	28.371300	23.092500	25.388300	18.579300	15.946700	12.639700	10.690800	14.260100	18.873100	20.726900	18.181500	26.303500	7.424920	5.962040	13.914700	26.542500	7.146230	6.459780	6.384170	16.106500	19.709100	17.034300	10.843500	25.002900	24.364800	8.845720	8.030360	10.145200	7.324830	19.774300	18.835200	21.033600	23.571000	18.639800	23.130000	15.581000	42.121000	14.678100	13.813400	10.759100	12.809900	98.195300	25.702300	25.780100	21.477800	21.302400
expr::NUP93	8.786510	5.879290	5.701320	7.578670	7.256710	8.527310	6.602850	4.056110	4.955450	5.027970	8.593280	9.347900	6.432640	7.501950	4.910880	6.112260	5.610460	4.567820	12.596500	5.632290	7.644950	13.640600	21.686600	7.586890	9.414500	6.336130	6.046840	4.000280	3.373810	5.151940	6.807660	7.960500	7.258960	8.537290	3.221280	2.501240	2.579060	6.660650	1.242250	1.300030	1.365040	5.102580	8.267140	5.017910	4.151810	10.538000	8.200960	1.977890	1.532350	2.592790	1.832730	5.716920	7.215340	8.069030	8.315630	6.954220	8.850750	5.750760	10.410500	4.753670	3.665340	2.853670	4.097090	20.547800	16.437100	9.684000	8.552170	2.228050
expr::NUP98	30.184800	27.919700	15.885100	28.517200	26.828000	34.644800	32.370800	5.124030	5.798070	6.635540	22.213800	22.395000	7.963330	7.504800	5.212420	6.838350	6.633030	5.413090	8.524980	5.784670	31.914800	49.780600	42.062600	29.036600	37.828400	26.365700	20.802800	17.245000	12.838400	18.686500	26.078600	21.995300	25.771100	35.336400	13.393800	9.551750	9.284400	15.689600	9.610690	10.530200	9.953210	27.924100	36.134100	23.415200	23.120200	35.527100	40.105600	8.859200	6.894700	13.335000	8.110070	25.888300	29.058600	26.720600	29.662100	23.325000	31.561400	22.268400	28.616300	16.997800	17.258400	12.012500	22.645000	98.532900	34.139000	38.444800	29.745400	27.801200
expr::NUTM2B	0.117727	0.099707	0.088548	0.103506	0.114483	0.095158	0.128742	0.158724	0.170317	0.133677	0.268184	0.343944	0.202697	0.206531	0.172156	0.185930	0.183783	0.138850	0.176777	0.116081	0.120726	0.092089	0.101837	0.143086	0.236261	0.130647	0.130497	0.188825	0.228800	0.169484	0.134810	0.078367	0.119925	0.164273	0.099430	0.050641	0.093348	0.248392	0.063366	0.045932	0.061874	0.172312	0.181097	0.122927	0.039330	0.231470	0.190144	0.098222	0.112058	0.402165	0.127316	0.381107	0.238163	0.190356	0.214552	0.162509	0.321256	0.194177	0.285008	0.106818	0.164308	0.129481	0.188887	0.926417	0.216311	0.197193	0.158478	0.092059
